start time,stop time,TS,photon flux,photon flux err,Photon index,Photon index error,Energy flux (erg/cm2/s),Energy flux error
127.097000003,215.443469003,1,2.72e-08,0,-2.0,0,2.77e-05,0
215.443469003,464.158883361,52,1.09e-05,4.4e-06,-2.14,0.363,8.89e-09,6.24e-09
464.158883361,637.097000003,62,2.69e-05,6.95e-06,-3.37,0.542,7.47e-09,2.25e-09
4883.12464333,6353.097,0,1.22e-09,0,-2.0,0,1.24e-06,0
